,id,code,category,parent,value
1201,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4033,detailed,"Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic",50
1202,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4034,detailed,"Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic",50
1203,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",51-4035,detailed,"Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic",50
1204,Machinists,51-4040,broad,Metal Workers and Plastic Workers,50
1206,"Metal Furnace Operators, Tenders, Pourers, and Casters",51-4050,broad,Metal Workers and Plastic Workers,50
1207,Metal-Refining Furnace Operators and Tenders,51-4051,detailed,"Metal Furnace Operators, Tenders, Pourers, and Casters",50
1208,"Pourers and Casters, Metal",51-4052,detailed,"Metal Furnace Operators, Tenders, Pourers, and Casters",50
1209,"Model Makers and Patternmakers, Metal and Plastic",51-4060,broad,Metal Workers and Plastic Workers,50
1210,"Model Makers, Metal and Plastic",51-4061,detailed,"Model Makers and Patternmakers, Metal and Plastic",50
1211,"Patternmakers, Metal and Plastic",51-4062,detailed,"Model Makers and Patternmakers, Metal and Plastic",50
1212,"Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic",51-4070,broad,Metal Workers and Plastic Workers,50
1213,Foundry Mold and Coremakers,51-4071,detailed,"Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic",50
1214,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",51-4072,detailed,"Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic",50
1215,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4080,broad,Metal Workers and Plastic Workers,50
1217,Tool and Die Makers,51-4110,broad,Metal Workers and Plastic Workers,50
1219,"Welding, Soldering, and Brazing Workers",51-4120,broad,Metal Workers and Plastic Workers,50
1220,"Welders, Cutters, Solderers, and Brazers",51-4121,detailed,"Welding, Soldering, and Brazing Workers",50
1221,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",51-4122,detailed,"Welding, Soldering, and Brazing Workers",50
1222,Miscellaneous Metal Workers and Plastic Workers,51-4190,broad,Metal Workers and Plastic Workers,50
1223,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",51-4191,detailed,Miscellaneous Metal Workers and Plastic Workers,50
1224,"Layout Workers, Metal and Plastic",51-4192,detailed,Miscellaneous Metal Workers and Plastic Workers,50
1225,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",51-4193,detailed,Miscellaneous Metal Workers and Plastic Workers,50
1226,"Tool Grinders, Filers, and Sharpeners",51-4194,detailed,Miscellaneous Metal Workers and Plastic Workers,50
1227,"Metal Workers and Plastic Workers, All Other",51-4199,detailed,Miscellaneous Metal Workers and Plastic Workers,50
1228,Printing Workers,51-5100,minor,Production Occupations,50
1230,Prepress Technicians and Workers,51-5111,detailed,Printing Workers,50
1231,Printing Press Operators,51-5112,detailed,Printing Workers,50
1232,Print Binding and Finishing Workers,51-5113,detailed,Printing Workers,50
1233,"Textile, Apparel, and Furnishings Workers",51-6000,minor,Production Occupations,50
1234,Laundry and Dry-Cleaning Workers,51-6010,broad,"Textile, Apparel, and Furnishings Workers",50
1236,"Pressers, Textile, Garment, and Related Materials",51-6020,broad,"Textile, Apparel, and Furnishings Workers",50
1238,Sewing Machine Operators,51-6030,broad,"Textile, Apparel, and Furnishings Workers",50
1240,Shoe and Leather Workers,51-6040,broad,"Textile, Apparel, and Furnishings Workers",50
1241,Shoe and Leather Workers and Repairers,51-6041,detailed,Shoe and Leather Workers,50
1242,Shoe Machine Operators and Tenders,51-6042,detailed,Shoe and Leather Workers,50
1243,"Tailors, Dressmakers, and Sewers",51-6050,broad,"Textile, Apparel, and Furnishings Workers",50
1244,"Sewers, Hand",51-6051,detailed,"Tailors, Dressmakers, and Sewers",50
1245,"Tailors, Dressmakers, and Custom Sewers",51-6052,detailed,"Tailors, Dressmakers, and Sewers",50
1246,"Textile Machine Setters, Operators, and Tenders",51-6060,broad,"Textile, Apparel, and Furnishings Workers",50
1247,Textile Bleaching and Dyeing Machine Operators and Tenders,51-6061,detailed,"Textile Machine Setters, Operators, and Tenders",50
1248,"Textile Cutting Machine Setters, Operators, and Tenders",51-6062,detailed,"Textile Machine Setters, Operators, and Tenders",50
1249,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",51-6063,detailed,"Textile Machine Setters, Operators, and Tenders",50
1250,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",51-6064,detailed,"Textile Machine Setters, Operators, and Tenders",50
1251,"Miscellaneous Textile, Apparel, and Furnishings Workers",51-6090,broad,"Textile, Apparel, and Furnishings Workers",50
1252,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",51-6091,detailed,"Miscellaneous Textile, Apparel, and Furnishings Workers",50
1253,Fabric and Apparel Patternmakers,51-6092,detailed,"Miscellaneous Textile, Apparel, and Furnishings Workers",50
1254,Upholsterers,51-6093,detailed,"Miscellaneous Textile, Apparel, and Furnishings Workers",50
1255,"Textile, Apparel, and Furnishings Workers, All Other",51-6099,detailed,"Miscellaneous Textile, Apparel, and Furnishings Workers",50
1256,Woodworkers,51-7000,minor,Production Occupations,50
1257,Cabinetmakers and Bench Carpenters,51-7010,broad,Woodworkers,50
1259,Furniture Finishers,51-7020,broad,Woodworkers,50
1261,"Model Makers and Patternmakers, Wood",51-7030,broad,Woodworkers,50
1262,"Model Makers, Wood",51-7031,detailed,"Model Makers and Patternmakers, Wood",50
1263,"Patternmakers, Wood",51-7032,detailed,"Model Makers and Patternmakers, Wood",50
1264,"Woodworking Machine Setters, Operators, and Tenders",51-7040,broad,Woodworkers,50
1265,"Sawing Machine Setters, Operators, and Tenders, Wood",51-7041,detailed,"Woodworking Machine Setters, Operators, and Tenders",50
1266,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",51-7042,detailed,"Woodworking Machine Setters, Operators, and Tenders",50
1267,Miscellaneous Woodworkers,51-7090,broad,Woodworkers,50
1268,"Woodworkers, All Other",51-7099,detailed,Miscellaneous Woodworkers,50
1269,Plant and System Operators,51-8000,minor,Production Occupations,50
1270,"Power Plant Operators, Distributors, and Dispatchers",51-8010,broad,Plant and System Operators,50
1271,Nuclear Power Reactor Operators,51-8011,detailed,"Power Plant Operators, Distributors, and Dispatchers",50
1272,Power Distributors and Dispatchers,51-8012,detailed,"Power Plant Operators, Distributors, and Dispatchers",50
1273,Power Plant Operators,51-8013,detailed,"Power Plant Operators, Distributors, and Dispatchers",50
1274,Stationary Engineers and Boiler Operators,51-8020,broad,Plant and System Operators,50
1276,Water and Wastewater Treatment Plant and System Operators,51-8030,broad,Plant and System Operators,50
1278,Miscellaneous Plant and System Operators,51-8090,broad,Plant and System Operators,50
1279,Chemical Plant and System Operators,51-8091,detailed,Miscellaneous Plant and System Operators,50
1280,Gas Plant Operators,51-8092,detailed,Miscellaneous Plant and System Operators,50
1281,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",51-8093,detailed,Miscellaneous Plant and System Operators,50
1282,"Plant and System Operators, All Other",51-8099,detailed,Miscellaneous Plant and System Operators,50
1283,Other Production Occupations,51-9000,minor,Production Occupations,50
1284,"Chemical Processing Machine Setters, Operators, and Tenders",51-9010,broad,Other Production Occupations,50
1285,Chemical Equipment Operators and Tenders,51-9011,detailed,"Chemical Processing Machine Setters, Operators, and Tenders",50
1286,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",51-9012,detailed,"Chemical Processing Machine Setters, Operators, and Tenders",50
1287,"Crushing, Grinding, Polishing, Mixing, and Blending Workers",51-9020,broad,Other Production Occupations,50
1288,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",51-9021,detailed,"Crushing, Grinding, Polishing, Mixing, and Blending Workers",50
1289,"Grinding and Polishing Workers, Hand",51-9022,detailed,"Crushing, Grinding, Polishing, Mixing, and Blending Workers",50
1290,"Mixing and Blending Machine Setters, Operators, and Tenders",51-9023,detailed,"Crushing, Grinding, Polishing, Mixing, and Blending Workers",50
1291,Cutting Workers,51-9030,broad,Other Production Occupations,50
1292,"Cutters and Trimmers, Hand",51-9031,detailed,Cutting Workers,50
1293,"Cutting and Slicing Machine Setters, Operators, and Tenders",51-9032,detailed,Cutting Workers,50
1294,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",51-9040,broad,Other Production Occupations,50
1296,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",51-9050,broad,Other Production Occupations,50
1298,"Inspectors, Testers, Sorters, Samplers, and Weighers",51-9060,broad,Other Production Occupations,50
1300,Jewelers and Precious Stone and Metal Workers,51-9070,broad,Other Production Occupations,50
1302,Dental and Ophthalmic Laboratory Technicians and Medical Appliance Technicians,51-9080,broad,Other Production Occupations,50
1303,Dental Laboratory Technicians,51-9081,detailed,Dental and Ophthalmic Laboratory Technicians and Medical Appliance Technicians,50
1304,Medical Appliance Technicians,51-9082,detailed,Dental and Ophthalmic Laboratory Technicians and Medical Appliance Technicians,50
1305,Ophthalmic Laboratory Technicians,51-9083,detailed,Dental and Ophthalmic Laboratory Technicians and Medical Appliance Technicians,50
1306,Packaging and Filling Machine Operators and Tenders,51-9110,broad,Other Production Occupations,50
1308,Painting Workers,51-9120,broad,Other Production Occupations,50
1309,"Painting, Coating, and Decorating Workers",51-9123,detailed,Painting Workers,50
1310,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",51-9124,detailed,Painting Workers,50
1311,Semiconductor Processing Technicians,51-9140,broad,Other Production Occupations,50
1313,Photographic Process Workers and Processing Machine Operators,51-9150,broad,Other Production Occupations,50
1315,Computer Numerically Controlled Tool Operators and Programmers,51-9160,broad,Other Production Occupations,50
1316,Computer Numerically Controlled Tool Operators,51-9161,detailed,Computer Numerically Controlled Tool Operators and Programmers,50
1317,Computer Numerically Controlled Tool Programmers,51-9162,detailed,Computer Numerically Controlled Tool Operators and Programmers,50
1318,Miscellaneous Production Workers,51-9190,broad,Other Production Occupations,50
1319,Adhesive Bonding Machine Operators and Tenders,51-9191,detailed,Miscellaneous Production Workers,50
1320,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",51-9192,detailed,Miscellaneous Production Workers,50
1321,Cooling and Freezing Equipment Operators and Tenders,51-9193,detailed,Miscellaneous Production Workers,50
1322,Etchers and Engravers,51-9194,detailed,Miscellaneous Production Workers,50
1323,"Molders, Shapers, and Casters, Except Metal and Plastic",51-9195,detailed,Miscellaneous Production Workers,50
1324,"Paper Goods Machine Setters, Operators, and Tenders",51-9196,detailed,Miscellaneous Production Workers,50
1325,Tire Builders,51-9197,detailed,Miscellaneous Production Workers,50
1326,Helpers--Production Workers,51-9198,detailed,Miscellaneous Production Workers,50
1327,"Production Workers, All Other",51-9199,detailed,Miscellaneous Production Workers,50
1328,Transportation and Material Moving Occupations,53-0000,major,All Occupations,50
1329,Supervisors of Transportation and Material Moving Workers,53-1000,minor,Transportation and Material Moving Occupations,50
1330,First-Line Supervisors of Transportation and Material Moving Workers,53-1040,broad,Supervisors of Transportation and Material Moving Workers,50
1331,Aircraft Cargo Handling Supervisors,53-1041,detailed,First-Line Supervisors of Transportation and Material Moving Workers,50
1332,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",53-1042,detailed,First-Line Supervisors of Transportation and Material Moving Workers,50
1333,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,53-1043,detailed,First-Line Supervisors of Transportation and Material Moving Workers,50
1334,First-Line Supervisors of Passenger Attendants,53-1044,detailed,First-Line Supervisors of Transportation and Material Moving Workers,50
1335,"First-Line Supervisors of Transportation Workers, All Other",53-1049,detailed,First-Line Supervisors of Transportation and Material Moving Workers,50
1336,Air Transportation Workers,53-2000,minor,Transportation and Material Moving Occupations,50
1337,Aircraft Pilots and Flight Engineers,53-2010,broad,Air Transportation Workers,50
1338,"Airline Pilots, Copilots, and Flight Engineers",53-2011,detailed,Aircraft Pilots and Flight Engineers,50
1339,Commercial Pilots,53-2012,detailed,Aircraft Pilots and Flight Engineers,50
1340,Air Traffic Controllers and Airfield Operations Specialists,53-2020,broad,Air Transportation Workers,50
1341,Air Traffic Controllers,53-2021,detailed,Air Traffic Controllers and Airfield Operations Specialists,50
1342,Airfield Operations Specialists,53-2022,detailed,Air Traffic Controllers and Airfield Operations Specialists,50
1343,Flight Attendants,53-2030,broad,Air Transportation Workers,50
1345,Motor Vehicle Operators,53-3000,minor,Transportation and Material Moving Occupations,50
1346,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",53-3010,broad,Motor Vehicle Operators,50
1348,Driver/Sales Workers and Truck Drivers,53-3030,broad,Motor Vehicle Operators,50
1349,Driver/Sales Workers,53-3031,detailed,Driver/Sales Workers and Truck Drivers,50
1350,Heavy and Tractor-Trailer Truck Drivers,53-3032,detailed,Driver/Sales Workers and Truck Drivers,50
1351,Light Truck Drivers,53-3033,detailed,Driver/Sales Workers and Truck Drivers,50
1352,Passenger Vehicle Drivers,53-3050,broad,Motor Vehicle Operators,50
1353,"Bus Drivers, School",53-3051,detailed,Passenger Vehicle Drivers,50
1354,"Bus Drivers, Transit and Intercity",53-3052,detailed,Passenger Vehicle Drivers,50
1355,Shuttle Drivers and Chauffeurs,53-3053,detailed,Passenger Vehicle Drivers,50
1356,Taxi Drivers,53-3054,detailed,Passenger Vehicle Drivers,50
1357,Miscellaneous Motor Vehicle Operators,53-3090,broad,Motor Vehicle Operators,50
1358,"Motor Vehicle Operators, All Other",53-3099,detailed,Miscellaneous Motor Vehicle Operators,50
1359,Rail Transportation Workers,53-4000,minor,Transportation and Material Moving Occupations,50
1360,Locomotive Engineers and Operators,53-4010,broad,Rail Transportation Workers,50
1361,Locomotive Engineers,53-4011,detailed,Locomotive Engineers and Operators,50
1362,"Rail Yard Engineers, Dinkey Operators, and Hostlers",53-4013,detailed,Locomotive Engineers and Operators,50
1363,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",53-4020,broad,Rail Transportation Workers,50
1365,Railroad Conductors and Yardmasters,53-4030,broad,Rail Transportation Workers,50
1367,Subway and Streetcar Operators,53-4040,broad,Rail Transportation Workers,50
1369,Miscellaneous Rail Transportation Workers,53-4090,broad,Rail Transportation Workers,50
1370,"Rail Transportation Workers, All Other",53-4099,detailed,Miscellaneous Rail Transportation Workers,50
1371,Water Transportation Workers,53-5000,minor,Transportation and Material Moving Occupations,50
1372,Sailors and Marine Oilers,53-5010,broad,Water Transportation Workers,50
1374,Ship and Boat Captains and Operators,53-5020,broad,Water Transportation Workers,50
1375,"Captains, Mates, and Pilots of Water Vessels",53-5021,detailed,Ship and Boat Captains and Operators,50
1376,Motorboat Operators,53-5022,detailed,Ship and Boat Captains and Operators,50
1377,Ship Engineers,53-5030,broad,Water Transportation Workers,50
1379,Other Transportation Workers,53-6000,minor,Transportation and Material Moving Occupations,50
1380,Bridge and Lock Tenders,53-6010,broad,Other Transportation Workers,50
1382,Parking Attendants,53-6020,broad,Other Transportation Workers,50
1384,Transportation Service Attendants,53-6030,broad,Other Transportation Workers,50
1385,Automotive and Watercraft Service Attendants,53-6031,detailed,Transportation Service Attendants,50
1386,Aircraft Service Attendants,53-6032,detailed,Transportation Service Attendants,50
1387,Traffic Technicians,53-6040,broad,Other Transportation Workers,50
1389,Transportation Inspectors,53-6050,broad,Other Transportation Workers,50
1391,Passenger Attendants,53-6060,broad,Other Transportation Workers,50
1393,Miscellaneous Transportation Workers,53-6090,broad,Other Transportation Workers,50
1394,"Transportation Workers, All Other",53-6099,detailed,Miscellaneous Transportation Workers,50
1395,Material Moving Workers,53-7000,minor,Transportation and Material Moving Occupations,50
1396,Conveyor Operators and Tenders,53-7010,broad,Material Moving Workers,50
1398,Crane and Tower Operators,53-7020,broad,Material Moving Workers,50
1400,Dredge Operators,53-7030,broad,Material Moving Workers,50
1402,Hoist and Winch Operators,53-7040,broad,Material Moving Workers,50
1404,Industrial Truck and Tractor Operators,53-7050,broad,Material Moving Workers,50
1406,Laborers and Material Movers,53-7060,broad,Material Moving Workers,50
1407,Cleaners of Vehicles and Equipment,53-7061,detailed,Laborers and Material Movers,50
1408,"Laborers and Freight, Stock, and Material Movers, Hand",53-7062,detailed,Laborers and Material Movers,50
1409,Machine Feeders and Offbearers,53-7063,detailed,Laborers and Material Movers,50
1410,"Packers and Packagers, Hand",53-7064,detailed,Laborers and Material Movers,50
1411,Stockers and Order Fillers,53-7065,detailed,Laborers and Material Movers,50
1412,Pumping Station Operators,53-7070,broad,Material Moving Workers,50
1413,Gas Compressor and Gas Pumping Station Operators,53-7071,detailed,Pumping Station Operators,50
1414,"Pump Operators, Except Wellhead Pumpers",53-7072,detailed,Pumping Station Operators,50
1415,Wellhead Pumpers,53-7073,detailed,Pumping Station Operators,50
1416,Refuse and Recyclable Material Collectors,53-7080,broad,Material Moving Workers,50
1418,"Tank Car, Truck, and Ship Loaders",53-7120,broad,Material Moving Workers,50
1420,Miscellaneous Material Moving Workers,53-7190,broad,Material Moving Workers,50
1421,"Material Moving Workers, All Other",53-7199,detailed,Miscellaneous Material Moving Workers,50
1422,Military Specific Occupations,55-0000,major,All Occupations,50
1423,Military Officer Special and Tactical Operations Leaders,55-1000,minor,Military Specific Occupations,50
1425,Air Crew Officers,55-1011,detailed,Military Officer Special and Tactical Operations Leaders,50
1426,Aircraft Launch and Recovery Officers,55-1012,detailed,Military Officer Special and Tactical Operations Leaders,50
1427,Armored Assault Vehicle Officers,55-1013,detailed,Military Officer Special and Tactical Operations Leaders,50
1428,Artillery and Missile Officers,55-1014,detailed,Military Officer Special and Tactical Operations Leaders,50
1429,Command and Control Center Officers,55-1015,detailed,Military Officer Special and Tactical Operations Leaders,50
1430,Infantry Officers,55-1016,detailed,Military Officer Special and Tactical Operations Leaders,50
1431,Special Forces Officers,55-1017,detailed,Military Officer Special and Tactical Operations Leaders,50
1432,"Military Officer Special and Tactical Operations Leaders, All Other",55-1019,detailed,Military Officer Special and Tactical Operations Leaders,50
1433,First-Line Enlisted Military Supervisors,55-2000,minor,Military Specific Occupations,50
1435,First-Line Supervisors of Air Crew Members,55-2011,detailed,First-Line Enlisted Military Supervisors,50
1436,First-Line Supervisors of Weapons Specialists/Crew Members,55-2012,detailed,First-Line Enlisted Military Supervisors,50
1437,First-Line Supervisors of All Other Tactical Operations Specialists,55-2013,detailed,First-Line Enlisted Military Supervisors,50
1438,Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members,55-3000,minor,Military Specific Occupations,50
1440,Air Crew Members,55-3011,detailed,Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members,50
1441,Aircraft Launch and Recovery Specialists,55-3012,detailed,Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members,50
1442,Armored Assault Vehicle Crew Members,55-3013,detailed,Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members,50
1443,Artillery and Missile Crew Members,55-3014,detailed,Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members,50
1444,Command and Control Center Specialists,55-3015,detailed,Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members,50
1445,Infantry,55-3016,detailed,Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members,50
1446,Special Forces,55-3018,detailed,Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members,50
1447,"Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members, All Other",55-3019,detailed,Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members,50
