,id,code,category,parent,value
1032,Solar Photovoltaic Installers,47-2231,detailed,Solar Photovoltaic Installers,50
1033,"Helpers, Construction Trades",47-3000,minor,Construction and Extraction Occupations,50
1034,"Helpers, Construction Trades",47-3010,broad,"Helpers, Construction Trades",50
1035,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",47-3011,detailed,"Helpers, Construction Trades",50
1036,Helpers--Carpenters,47-3012,detailed,"Helpers, Construction Trades",50
1037,Helpers--Electricians,47-3013,detailed,"Helpers, Construction Trades",50
1038,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",47-3014,detailed,"Helpers, Construction Trades",50
1039,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",47-3015,detailed,"Helpers, Construction Trades",50
1040,Helpers--Roofers,47-3016,detailed,"Helpers, Construction Trades",50
1041,"Helpers, Construction Trades, All Other",47-3019,detailed,"Helpers, Construction Trades",50
1042,Other Construction and Related Workers,47-4000,minor,Construction and Extraction Occupations,50
1043,Construction and Building Inspectors,47-4010,broad,Other Construction and Related Workers,50
1044,Construction and Building Inspectors,47-4011,detailed,Construction and Building Inspectors,50
1045,Elevator and Escalator Installers and Repairers,47-4020,broad,Other Construction and Related Workers,50
1046,Elevator and Escalator Installers and Repairers,47-4021,detailed,Elevator and Escalator Installers and Repairers,50
1047,Fence Erectors,47-4030,broad,Other Construction and Related Workers,50
1048,Fence Erectors,47-4031,detailed,Fence Erectors,50
1049,Hazardous Materials Removal Workers,47-4040,broad,Other Construction and Related Workers,50
1050,Hazardous Materials Removal Workers,47-4041,detailed,Hazardous Materials Removal Workers,50
1051,Highway Maintenance Workers,47-4050,broad,Other Construction and Related Workers,50
1052,Highway Maintenance Workers,47-4051,detailed,Highway Maintenance Workers,50
1053,Rail-Track Laying and Maintenance Equipment Operators,47-4060,broad,Other Construction and Related Workers,50
1054,Rail-Track Laying and Maintenance Equipment Operators,47-4061,detailed,Rail-Track Laying and Maintenance Equipment Operators,50
1055,Septic Tank Servicers and Sewer Pipe Cleaners,47-4070,broad,Other Construction and Related Workers,50
1056,Septic Tank Servicers and Sewer Pipe Cleaners,47-4071,detailed,Septic Tank Servicers and Sewer Pipe Cleaners,50
1057,Miscellaneous Construction and Related Workers,47-4090,broad,Other Construction and Related Workers,50
1058,Segmental Pavers,47-4091,detailed,Miscellaneous Construction and Related Workers,50
1059,"Construction and Related Workers, All Other",47-4099,detailed,Miscellaneous Construction and Related Workers,50
1060,Extraction Workers,47-5000,minor,Construction and Extraction Occupations,50
1061,"Derrick, Rotary Drill, and Service Unit Operators, Oil and Gas",47-5010,broad,Extraction Workers,50
1062,"Derrick Operators, Oil and Gas",47-5011,detailed,"Derrick, Rotary Drill, and Service Unit Operators, Oil and Gas",50
1063,"Rotary Drill Operators, Oil and Gas",47-5012,detailed,"Derrick, Rotary Drill, and Service Unit Operators, Oil and Gas",50
1064,"Service Unit Operators, Oil and Gas",47-5013,detailed,"Derrick, Rotary Drill, and Service Unit Operators, Oil and Gas",50
1065,Surface Mining Machine Operators and Earth Drillers,47-5020,broad,Extraction Workers,50
1066,"Excavating and Loading Machine and Dragline Operators, Surface Mining",47-5022,detailed,Surface Mining Machine Operators and Earth Drillers,50
1067,"Earth Drillers, Except Oil and Gas",47-5023,detailed,Surface Mining Machine Operators and Earth Drillers,50
1068,"Explosives Workers, Ordnance Handling Experts, and Blasters",47-5030,broad,Extraction Workers,50
1069,"Explosives Workers, Ordnance Handling Experts, and Blasters",47-5032,detailed,"Explosives Workers, Ordnance Handling Experts, and Blasters",50
1070,Underground Mining Machine Operators,47-5040,broad,Extraction Workers,50
1071,Continuous Mining Machine Operators,47-5041,detailed,Underground Mining Machine Operators,50
1072,"Roof Bolters, Mining",47-5043,detailed,Underground Mining Machine Operators,50
1073,"Loading and Moving Machine Operators, Underground Mining",47-5044,detailed,Underground Mining Machine Operators,50
1074,"Underground Mining Machine Operators, All Other",47-5049,detailed,Underground Mining Machine Operators,50
1075,"Rock Splitters, Quarry",47-5050,broad,Extraction Workers,50
1076,"Rock Splitters, Quarry",47-5051,detailed,"Rock Splitters, Quarry",50
1077,"Roustabouts, Oil and Gas",47-5070,broad,Extraction Workers,50
1078,"Roustabouts, Oil and Gas",47-5071,detailed,"Roustabouts, Oil and Gas",50
1079,Helpers--Extraction Workers,47-5080,broad,Extraction Workers,50
1080,Helpers--Extraction Workers,47-5081,detailed,Helpers--Extraction Workers,50
1081,Miscellaneous Extraction Workers,47-5090,broad,Extraction Workers,50
1082,"Extraction Workers, All Other",47-5099,detailed,Miscellaneous Extraction Workers,50
1083,"Installation, Maintenance, and Repair Occupations",49-0000,major,All Occupations,50
1084,"Supervisors of Installation, Maintenance, and Repair Workers",49-1000,minor,"Installation, Maintenance, and Repair Occupations",50
1085,"First-Line Supervisors of Mechanics, Installers, and Repairers",49-1010,broad,"Supervisors of Installation, Maintenance, and Repair Workers",50
1086,"First-Line Supervisors of Mechanics, Installers, and Repairers",49-1011,detailed,"First-Line Supervisors of Mechanics, Installers, and Repairers",50
1087,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",49-2000,minor,"Installation, Maintenance, and Repair Occupations",50
1088,"Computer, Automated Teller, and Office Machine Repairers",49-2010,broad,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",50
1089,"Computer, Automated Teller, and Office Machine Repairers",49-2011,detailed,"Computer, Automated Teller, and Office Machine Repairers",50
1090,Radio and Telecommunications Equipment Installers and Repairers,49-2020,broad,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",50
1091,"Radio, Cellular, and Tower Equipment Installers and Repairers",49-2021,detailed,Radio and Telecommunications Equipment Installers and Repairers,50
1092,"Telecommunications Equipment Installers and Repairers, Except Line Installers",49-2022,detailed,Radio and Telecommunications Equipment Installers and Repairers,50
1093,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers",49-2090,broad,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",50
1094,Avionics Technicians,49-2091,detailed,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers",50
1095,"Electric Motor, Power Tool, and Related Repairers",49-2092,detailed,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers",50
1096,"Electrical and Electronics Installers and Repairers, Transportation Equipment",49-2093,detailed,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers",50
1097,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",49-2094,detailed,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers",50
1098,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",49-2095,detailed,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers",50
1099,"Electronic Equipment Installers and Repairers, Motor Vehicles",49-2096,detailed,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers",50
1100,Audiovisual Equipment Installers and Repairers,49-2097,detailed,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers",50
1101,Security and Fire Alarm Systems Installers,49-2098,detailed,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers",50
1102,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",49-3000,minor,"Installation, Maintenance, and Repair Occupations",50
1103,Aircraft Mechanics and Service Technicians,49-3010,broad,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",50
1104,Aircraft Mechanics and Service Technicians,49-3011,detailed,Aircraft Mechanics and Service Technicians,50
1105,Automotive Technicians and Repairers,49-3020,broad,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",50
1106,Automotive Body and Related Repairers,49-3021,detailed,Automotive Technicians and Repairers,50
1107,Automotive Glass Installers and Repairers,49-3022,detailed,Automotive Technicians and Repairers,50
1108,Automotive Service Technicians and Mechanics,49-3023,detailed,Automotive Technicians and Repairers,50
1109,Bus and Truck Mechanics and Diesel Engine Specialists,49-3030,broad,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",50
1110,Bus and Truck Mechanics and Diesel Engine Specialists,49-3031,detailed,Bus and Truck Mechanics and Diesel Engine Specialists,50
1111,Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics,49-3040,broad,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",50
1112,Farm Equipment Mechanics and Service Technicians,49-3041,detailed,Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics,50
1113,"Mobile Heavy Equipment Mechanics, Except Engines",49-3042,detailed,Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics,50
1114,Rail Car Repairers,49-3043,detailed,Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics,50
1115,Small Engine Mechanics,49-3050,broad,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",50
1116,Motorboat Mechanics and Service Technicians,49-3051,detailed,Small Engine Mechanics,50
1117,Motorcycle Mechanics,49-3052,detailed,Small Engine Mechanics,50
1118,Outdoor Power Equipment and Other Small Engine Mechanics,49-3053,detailed,Small Engine Mechanics,50
1119,"Miscellaneous Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",49-3090,broad,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",50
1120,Bicycle Repairers,49-3091,detailed,"Miscellaneous Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",50
1121,Recreational Vehicle Service Technicians,49-3092,detailed,"Miscellaneous Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",50
1122,Tire Repairers and Changers,49-3093,detailed,"Miscellaneous Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",50
1123,"Other Installation, Maintenance, and Repair Occupations",49-9000,minor,"Installation, Maintenance, and Repair Occupations",50
1124,Control and Valve Installers and Repairers,49-9010,broad,"Other Installation, Maintenance, and Repair Occupations",50
1125,Mechanical Door Repairers,49-9011,detailed,Control and Valve Installers and Repairers,50
1126,"Control and Valve Installers and Repairers, Except Mechanical Door",49-9012,detailed,Control and Valve Installers and Repairers,50
1127,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",49-9020,broad,"Other Installation, Maintenance, and Repair Occupations",50
1128,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",49-9021,detailed,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",50
1129,Home Appliance Repairers,49-9030,broad,"Other Installation, Maintenance, and Repair Occupations",50
1130,Home Appliance Repairers,49-9031,detailed,Home Appliance Repairers,50
1131,"Industrial Machinery Installation, Repair, and Maintenance Workers",49-9040,broad,"Other Installation, Maintenance, and Repair Occupations",50
1132,Industrial Machinery Mechanics,49-9041,detailed,"Industrial Machinery Installation, Repair, and Maintenance Workers",50
1133,"Maintenance Workers, Machinery",49-9043,detailed,"Industrial Machinery Installation, Repair, and Maintenance Workers",50
1134,Millwrights,49-9044,detailed,"Industrial Machinery Installation, Repair, and Maintenance Workers",50
1135,"Refractory Materials Repairers, Except Brickmasons",49-9045,detailed,"Industrial Machinery Installation, Repair, and Maintenance Workers",50
1136,Line Installers and Repairers,49-9050,broad,"Other Installation, Maintenance, and Repair Occupations",50
1137,Electrical Power-Line Installers and Repairers,49-9051,detailed,Line Installers and Repairers,50
1138,Telecommunications Line Installers and Repairers,49-9052,detailed,Line Installers and Repairers,50
1139,Precision Instrument and Equipment Repairers,49-9060,broad,"Other Installation, Maintenance, and Repair Occupations",50
1140,Camera and Photographic Equipment Repairers,49-9061,detailed,Precision Instrument and Equipment Repairers,50
1141,Medical Equipment Repairers,49-9062,detailed,Precision Instrument and Equipment Repairers,50
1142,Musical Instrument Repairers and Tuners,49-9063,detailed,Precision Instrument and Equipment Repairers,50
1143,Watch and Clock Repairers,49-9064,detailed,Precision Instrument and Equipment Repairers,50
1144,"Precision Instrument and Equipment Repairers, All Other",49-9069,detailed,Precision Instrument and Equipment Repairers,50
1145,"Maintenance and Repair Workers, General",49-9070,broad,"Other Installation, Maintenance, and Repair Occupations",50
1146,"Maintenance and Repair Workers, General",49-9071,detailed,"Maintenance and Repair Workers, General",50
1147,Wind Turbine Service Technicians,49-9080,broad,"Other Installation, Maintenance, and Repair Occupations",50
1148,Wind Turbine Service Technicians,49-9081,detailed,Wind Turbine Service Technicians,50
1149,"Miscellaneous Installation, Maintenance, and Repair Workers",49-9090,broad,"Other Installation, Maintenance, and Repair Occupations",50
1150,"Coin, Vending, and Amusement Machine Servicers and Repairers",49-9091,detailed,"Miscellaneous Installation, Maintenance, and Repair Workers",50
1151,Commercial Divers,49-9092,detailed,"Miscellaneous Installation, Maintenance, and Repair Workers",50
1152,Locksmiths and Safe Repairers,49-9094,detailed,"Miscellaneous Installation, Maintenance, and Repair Workers",50
1153,Manufactured Building and Mobile Home Installers,49-9095,detailed,"Miscellaneous Installation, Maintenance, and Repair Workers",50
1154,Riggers,49-9096,detailed,"Miscellaneous Installation, Maintenance, and Repair Workers",50
1155,Signal and Track Switch Repairers,49-9097,detailed,"Miscellaneous Installation, Maintenance, and Repair Workers",50
1156,"Helpers--Installation, Maintenance, and Repair Workers",49-9098,detailed,"Miscellaneous Installation, Maintenance, and Repair Workers",50
1157,"Installation, Maintenance, and Repair Workers, All Other",49-9099,detailed,"Miscellaneous Installation, Maintenance, and Repair Workers",50
1158,Production Occupations,51-0000,major,All Occupations,50
1159,Supervisors of Production Workers,51-1000,minor,Production Occupations,50
1160,First-Line Supervisors of Production and Operating Workers,51-1010,broad,Supervisors of Production Workers,50
1161,First-Line Supervisors of Production and Operating Workers,51-1011,detailed,First-Line Supervisors of Production and Operating Workers,50
1162,Assemblers and Fabricators,51-2000,minor,Production Occupations,50
1163,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",51-2010,broad,Assemblers and Fabricators,50
1164,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",51-2011,detailed,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",50
1165,"Electrical, Electronics, and Electromechanical Assemblers",51-2020,broad,Assemblers and Fabricators,50
1166,"Coil Winders, Tapers, and Finishers",51-2021,detailed,"Electrical, Electronics, and Electromechanical Assemblers",50
1167,Electrical and Electronic Equipment Assemblers,51-2022,detailed,"Electrical, Electronics, and Electromechanical Assemblers",50
1168,Electromechanical Equipment Assemblers,51-2023,detailed,"Electrical, Electronics, and Electromechanical Assemblers",50
1169,Engine and Other Machine Assemblers,51-2030,broad,Assemblers and Fabricators,50
1170,Engine and Other Machine Assemblers,51-2031,detailed,Engine and Other Machine Assemblers,50
1171,Structural Metal Fabricators and Fitters,51-2040,broad,Assemblers and Fabricators,50
1172,Structural Metal Fabricators and Fitters,51-2041,detailed,Structural Metal Fabricators and Fitters,50
1173,Fiberglass Laminators and Fabricators,51-2050,broad,Assemblers and Fabricators,50
1174,Fiberglass Laminators and Fabricators,51-2051,detailed,Fiberglass Laminators and Fabricators,50
1175,Timing Device Assemblers and Adjusters,51-2060,broad,Assemblers and Fabricators,50
1176,Timing Device Assemblers and Adjusters,51-2061,detailed,Timing Device Assemblers and Adjusters,50
1177,Miscellaneous Assemblers and Fabricators,51-2090,broad,Assemblers and Fabricators,50
1178,Team Assemblers,51-2092,detailed,Miscellaneous Assemblers and Fabricators,50
1179,"Assemblers and Fabricators, All Other",51-2099,detailed,Miscellaneous Assemblers and Fabricators,50
1180,Food Processing Workers,51-3000,minor,Production Occupations,50
1181,Bakers,51-3010,broad,Food Processing Workers,50
1182,Bakers,51-3011,detailed,Bakers,50
1183,"Butchers and Other Meat, Poultry, and Fish Processing Workers",51-3020,broad,Food Processing Workers,50
1184,Butchers and Meat Cutters,51-3021,detailed,"Butchers and Other Meat, Poultry, and Fish Processing Workers",50
1185,"Meat, Poultry, and Fish Cutters and Trimmers",51-3022,detailed,"Butchers and Other Meat, Poultry, and Fish Processing Workers",50
1186,Slaughterers and Meat Packers,51-3023,detailed,"Butchers and Other Meat, Poultry, and Fish Processing Workers",50
1187,Miscellaneous Food Processing Workers,51-3090,broad,Food Processing Workers,50
1188,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",51-3091,detailed,Miscellaneous Food Processing Workers,50
1189,Food Batchmakers,51-3092,detailed,Miscellaneous Food Processing Workers,50
1190,Food Cooking Machine Operators and Tenders,51-3093,detailed,Miscellaneous Food Processing Workers,50
1191,"Food Processing Workers, All Other",51-3099,detailed,Miscellaneous Food Processing Workers,50
1192,Metal Workers and Plastic Workers,51-4000,minor,Production Occupations,50
1193,"Forming Machine Setters, Operators, and Tenders, Metal and Plastic",51-4020,broad,Metal Workers and Plastic Workers,50
1194,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",51-4021,detailed,"Forming Machine Setters, Operators, and Tenders, Metal and Plastic",50
1195,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",51-4022,detailed,"Forming Machine Setters, Operators, and Tenders, Metal and Plastic",50
1196,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",51-4023,detailed,"Forming Machine Setters, Operators, and Tenders, Metal and Plastic",50
1197,"Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic",51-4030,broad,Metal Workers and Plastic Workers,50
1198,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",51-4031,detailed,"Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic",50
1199,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4032,detailed,"Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic",50
1200,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4033,detailed,"Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic",50
1201,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4034,detailed,"Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic",50
1202,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",51-4035,detailed,"Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic",50
1203,Machinists,51-4040,broad,Metal Workers and Plastic Workers,50
1204,Machinists,51-4041,detailed,Machinists,50
1205,"Metal Furnace Operators, Tenders, Pourers, and Casters",51-4050,broad,Metal Workers and Plastic Workers,50
1206,Metal-Refining Furnace Operators and Tenders,51-4051,detailed,"Metal Furnace Operators, Tenders, Pourers, and Casters",50
1207,"Pourers and Casters, Metal",51-4052,detailed,"Metal Furnace Operators, Tenders, Pourers, and Casters",50
1208,"Model Makers and Patternmakers, Metal and Plastic",51-4060,broad,Metal Workers and Plastic Workers,50
1209,"Model Makers, Metal and Plastic",51-4061,detailed,"Model Makers and Patternmakers, Metal and Plastic",50
1210,"Patternmakers, Metal and Plastic",51-4062,detailed,"Model Makers and Patternmakers, Metal and Plastic",50
1211,"Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic",51-4070,broad,Metal Workers and Plastic Workers,50
1212,Foundry Mold and Coremakers,51-4071,detailed,"Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic",50
1213,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",51-4072,detailed,"Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic",50
1214,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4080,broad,Metal Workers and Plastic Workers,50
1215,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4081,detailed,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",50
1216,Tool and Die Makers,51-4110,broad,Metal Workers and Plastic Workers,50
1217,Tool and Die Makers,51-4111,detailed,Tool and Die Makers,50
1218,"Welding, Soldering, and Brazing Workers",51-4120,broad,Metal Workers and Plastic Workers,50
1219,"Welders, Cutters, Solderers, and Brazers",51-4121,detailed,"Welding, Soldering, and Brazing Workers",50
1220,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",51-4122,detailed,"Welding, Soldering, and Brazing Workers",50
1221,Miscellaneous Metal Workers and Plastic Workers,51-4190,broad,Metal Workers and Plastic Workers,50
1222,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",51-4191,detailed,Miscellaneous Metal Workers and Plastic Workers,50
1223,"Layout Workers, Metal and Plastic",51-4192,detailed,Miscellaneous Metal Workers and Plastic Workers,50
1224,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",51-4193,detailed,Miscellaneous Metal Workers and Plastic Workers,50
1225,"Tool Grinders, Filers, and Sharpeners",51-4194,detailed,Miscellaneous Metal Workers and Plastic Workers,50
1226,"Metal Workers and Plastic Workers, All Other",51-4199,detailed,Miscellaneous Metal Workers and Plastic Workers,50
1227,Printing Workers,51-5100,minor,Production Occupations,50
1228,Printing Workers,51-5110,broad,Printing Workers,50
1229,Prepress Technicians and Workers,51-5111,detailed,Printing Workers,50
1230,Printing Press Operators,51-5112,detailed,Printing Workers,50
1231,Print Binding and Finishing Workers,51-5113,detailed,Printing Workers,50
1232,"Textile, Apparel, and Furnishings Workers",51-6000,minor,Production Occupations,50
1233,Laundry and Dry-Cleaning Workers,51-6010,broad,"Textile, Apparel, and Furnishings Workers",50
1234,Laundry and Dry-Cleaning Workers,51-6011,detailed,Laundry and Dry-Cleaning Workers,50
1235,"Pressers, Textile, Garment, and Related Materials",51-6020,broad,"Textile, Apparel, and Furnishings Workers",50
1236,"Pressers, Textile, Garment, and Related Materials",51-6021,detailed,"Pressers, Textile, Garment, and Related Materials",50
1237,Sewing Machine Operators,51-6030,broad,"Textile, Apparel, and Furnishings Workers",50
1238,Sewing Machine Operators,51-6031,detailed,Sewing Machine Operators,50
1239,Shoe and Leather Workers,51-6040,broad,"Textile, Apparel, and Furnishings Workers",50
1240,Shoe and Leather Workers and Repairers,51-6041,detailed,Shoe and Leather Workers,50
1241,Shoe Machine Operators and Tenders,51-6042,detailed,Shoe and Leather Workers,50
1242,"Tailors, Dressmakers, and Sewers",51-6050,broad,"Textile, Apparel, and Furnishings Workers",50
1243,"Sewers, Hand",51-6051,detailed,"Tailors, Dressmakers, and Sewers",50
1244,"Tailors, Dressmakers, and Custom Sewers",51-6052,detailed,"Tailors, Dressmakers, and Sewers",50
1245,"Textile Machine Setters, Operators, and Tenders",51-6060,broad,"Textile, Apparel, and Furnishings Workers",50
1246,Textile Bleaching and Dyeing Machine Operators and Tenders,51-6061,detailed,"Textile Machine Setters, Operators, and Tenders",50
1247,"Textile Cutting Machine Setters, Operators, and Tenders",51-6062,detailed,"Textile Machine Setters, Operators, and Tenders",50
1248,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",51-6063,detailed,"Textile Machine Setters, Operators, and Tenders",50
1249,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",51-6064,detailed,"Textile Machine Setters, Operators, and Tenders",50
1250,"Miscellaneous Textile, Apparel, and Furnishings Workers",51-6090,broad,"Textile, Apparel, and Furnishings Workers",50
1251,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",51-6091,detailed,"Miscellaneous Textile, Apparel, and Furnishings Workers",50
1252,Fabric and Apparel Patternmakers,51-6092,detailed,"Miscellaneous Textile, Apparel, and Furnishings Workers",50
1253,Upholsterers,51-6093,detailed,"Miscellaneous Textile, Apparel, and Furnishings Workers",50
1254,"Textile, Apparel, and Furnishings Workers, All Other",51-6099,detailed,"Miscellaneous Textile, Apparel, and Furnishings Workers",50
1255,Woodworkers,51-7000,minor,Production Occupations,50
1256,Cabinetmakers and Bench Carpenters,51-7010,broad,Woodworkers,50
1257,Cabinetmakers and Bench Carpenters,51-7011,detailed,Cabinetmakers and Bench Carpenters,50
1258,Furniture Finishers,51-7020,broad,Woodworkers,50
1259,Furniture Finishers,51-7021,detailed,Furniture Finishers,50
1260,"Model Makers and Patternmakers, Wood",51-7030,broad,Woodworkers,50
1261,"Model Makers, Wood",51-7031,detailed,"Model Makers and Patternmakers, Wood",50
1262,"Patternmakers, Wood",51-7032,detailed,"Model Makers and Patternmakers, Wood",50
1263,"Woodworking Machine Setters, Operators, and Tenders",51-7040,broad,Woodworkers,50
1264,"Sawing Machine Setters, Operators, and Tenders, Wood",51-7041,detailed,"Woodworking Machine Setters, Operators, and Tenders",50
1265,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",51-7042,detailed,"Woodworking Machine Setters, Operators, and Tenders",50
1266,Miscellaneous Woodworkers,51-7090,broad,Woodworkers,50
1267,"Woodworkers, All Other",51-7099,detailed,Miscellaneous Woodworkers,50
1268,Plant and System Operators,51-8000,minor,Production Occupations,50
1269,"Power Plant Operators, Distributors, and Dispatchers",51-8010,broad,Plant and System Operators,50
1270,Nuclear Power Reactor Operators,51-8011,detailed,"Power Plant Operators, Distributors, and Dispatchers",50
1271,Power Distributors and Dispatchers,51-8012,detailed,"Power Plant Operators, Distributors, and Dispatchers",50
1272,Power Plant Operators,51-8013,detailed,"Power Plant Operators, Distributors, and Dispatchers",50
1273,Stationary Engineers and Boiler Operators,51-8020,broad,Plant and System Operators,50
1274,Stationary Engineers and Boiler Operators,51-8021,detailed,Stationary Engineers and Boiler Operators,50
1275,Water and Wastewater Treatment Plant and System Operators,51-8030,broad,Plant and System Operators,50
1276,Water and Wastewater Treatment Plant and System Operators,51-8031,detailed,Water and Wastewater Treatment Plant and System Operators,50
1277,Miscellaneous Plant and System Operators,51-8090,broad,Plant and System Operators,50
1278,Chemical Plant and System Operators,51-8091,detailed,Miscellaneous Plant and System Operators,50
1279,Gas Plant Operators,51-8092,detailed,Miscellaneous Plant and System Operators,50
1280,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",51-8093,detailed,Miscellaneous Plant and System Operators,50
1281,"Plant and System Operators, All Other",51-8099,detailed,Miscellaneous Plant and System Operators,50
1282,Other Production Occupations,51-9000,minor,Production Occupations,50
1283,"Chemical Processing Machine Setters, Operators, and Tenders",51-9010,broad,Other Production Occupations,50
1284,Chemical Equipment Operators and Tenders,51-9011,detailed,"Chemical Processing Machine Setters, Operators, and Tenders",50
1285,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",51-9012,detailed,"Chemical Processing Machine Setters, Operators, and Tenders",50
1286,"Crushing, Grinding, Polishing, Mixing, and Blending Workers",51-9020,broad,Other Production Occupations,50
1287,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",51-9021,detailed,"Crushing, Grinding, Polishing, Mixing, and Blending Workers",50
1288,"Grinding and Polishing Workers, Hand",51-9022,detailed,"Crushing, Grinding, Polishing, Mixing, and Blending Workers",50
1289,"Mixing and Blending Machine Setters, Operators, and Tenders",51-9023,detailed,"Crushing, Grinding, Polishing, Mixing, and Blending Workers",50
1290,Cutting Workers,51-9030,broad,Other Production Occupations,50
1291,"Cutters and Trimmers, Hand",51-9031,detailed,Cutting Workers,50
1292,"Cutting and Slicing Machine Setters, Operators, and Tenders",51-9032,detailed,Cutting Workers,50
1293,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",51-9040,broad,Other Production Occupations,50
1294,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",51-9041,detailed,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",50
1295,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",51-9050,broad,Other Production Occupations,50
1296,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",51-9051,detailed,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",50
1297,"Inspectors, Testers, Sorters, Samplers, and Weighers",51-9060,broad,Other Production Occupations,50
1298,"Inspectors, Testers, Sorters, Samplers, and Weighers",51-9061,detailed,"Inspectors, Testers, Sorters, Samplers, and Weighers",50
1299,Jewelers and Precious Stone and Metal Workers,51-9070,broad,Other Production Occupations,50
